start_date_utc,total_net_generation_mwh,total_co2_mass_tons,total_co2_intensity_lbs_per_mwh,coal_mw_net_generation_mwh,coal_mw_co2_mass_tons,coal_mw_co2_intensity_lbs_per_mwh,natural_gas_mw_net_generation_mwh,natural_gas_mw_co2_mass_tons,natural_gas_mw_co2_intensity_lbs_per_mwh,nuclear_mw_net_generation_mwh,nuclear_mw_co2_mass_tons,nuclear_mw_co2_intensity_lbs_per_mwh,other_mw_net_generation_mwh,other_mw_co2_mass_tons,other_mw_co2_intensity_lbs_per_mwh,solar_mw_net_generation_mwh,solar_mw_co2_mass_tons,solar_mw_co2_intensity_lbs_per_mwh,wind_mw_net_generation_mwh,wind_mw_co2_mass_tons,wind_mw_co2_intensity_lbs_per_mwh,theoretical_fossil_power_mwh,theoretical_total,excess_power,net excess,other_percentage
2026-08-28T20:00:00+00:00,101085.42,52237.73,1033.54,32612,35521.59,2178.45,32057.92,14688.02,916.34,11225.08,0,0,2582.58,2028.12,1570.61,17516.25,0,0,5091.75,0,0,64670,101085.41,0,,2.6
2026-08-28T21:00:00+00:00,101617.83,53085.66,1044.81,32944,35883.03,2178.45,32561.25,14918.64,916.34,11221.17,0,0,2908.42,2283.99,1570.61,16158.75,0,0,5824.58,0,0,65505,101617.84,0,,2.9
2026-08-28T22:00:00+00:00,99364.08,52644.98,1059.64,31899,34745.52,2178.45,33887.75,15526.4,916.34,11227.17,0,0,3021.83,2373.06,1570.61,13063.92,0,0,6264.08,0,0,65787,99364.08,0,,3.0
2026-08-28T23:00:00+00:00,93719.75,54235.19,1157.39,32761,35684.34,2178.45,34975.08,16024.59,916.34,11224.17,0,0,3216.92,2526.26,1570.61,4922.75,0,0,6619.58,0,0,67736,93719.75,0,,3.4
2026-08-29T00:00:00+00:00,90165.5,54393.98,1206.54,33193,36154.61,2178.45,34399.67,15760.95,916.34,11234.08,0,0,3156,2478.42,1570.61,236.67,0,0,7946.08,0,0,67593,90165.5,0,,3.5
2026-08-29T01:00:00+00:00,88487.5,52109.35,1177.78,32444,35338.78,2178.45,31709.08,14528.2,916.34,11251.58,0,0,2855.42,2242.37,1570.61,0,0,0,10227.42,0,0,64153,88487.5,0,,3.2
2026-08-29T02:00:00+00:00,85136.25,47981.93,1127.18,30539,33263.36,2178.45,28118.83,12883.25,916.34,11249.75,0,0,2337.08,1835.32,1570.61,0,0,0,12892,0,0,60539,87017.41,1881,,2.7
2026-08-29T03:00:00+00:00,81027.67,43708.08,1078.84,28518,31062.31,2178.45,25528.58,11696.47,916.34,11272,0,0,1208.83,949.3,1570.61,0,0,0,14500.42,0,0,60000,86981.25,5954,,1.5
2026-08-29T04:00:00+00:00,76221.67,38973.81,1022.64,25129,27370.66,2178.45,24238.25,11105.28,916.34,11318.5,0,0,634,497.88,1570.61,0,0,0,14902.33,0,0,60000,86854.83,10633,,0.8
2026-08-29T05:00:00+00:00,71162.42,34845.51,979.32,22890,24932.34,2178.45,21605.25,9898.91,916.34,11373.42,0,0,18.17,14.27,1570.61,0,0,0,15275.58,0,0,60000,86667.17,15505,,0.0
2026-08-29T06:00:00+00:00,67760.33,31607.81,932.93,20534,22366.03,2178.45,20414.58,9353.38,916.34,11438.58,0,0,-239.25,-187.88,1570.61,0,0,0,15612.5,0,0,60000,86811.83,19052,,-0.4
2026-08-29T07:00:00+00:00,65299.08,28906.61,885.36,18491,20140.66,2178.45,19939.08,9135.52,916.34,11439.75,0,0,-834.83,-655.6,1570.61,0,0,0,16264.25,0,0,60000,86869.17,21570,,-1.3
2026-08-29T08:00:00+00:00,64382,28043.02,871.14,17872,19466.43,2178.45,19663.75,9009.37,916.34,11471.5,0,0,-993.58,-780.27,1570.61,0,0,0,16368.5,0,0,60000,86846.42,22464,,-1.5
2026-08-29T09:00:00+00:00,63764.42,27340.27,857.54,17211,18746.82,2178.45,19679.17,9016.43,916.34,11641,0,0,-986.5,-774.7,1570.61,0,0,0,16219.58,0,0,60000,86874.08,23110,,-1.5
2026-08-29T10:00:00+00:00,64398.67,27705.96,860.45,17276,18816.89,2178.45,20320.08,9310.08,916.34,11708.67,0,0,-978.58,-768.49,1570.61,0.17,0,0,16072.83,0,0,60000,86803.09,22404,,-1.5
2026-08-29T11:00:00+00:00,65588.5,27911.41,851.11,17295,18838.22,2178.45,20673.5,9472.01,916.34,11736.67,0,0,-937.17,-735.96,1570.61,498,0,0,16322.42,0,0,60000,87619.92,22031,,-1.4
2026-08-29T12:00:00+00:00,68003.08,26258.89,772.29,16583,18062.42,2178.45,17891.42,8197.34,916.34,11734.58,0,0,-2.25,-1.77,1570.61,6174.83,0,0,15621.67,0,0,60000,93528.83,25526,,0.0
2026-08-29T13:00:00+00:00,72339.58,25257.12,698.29,16217,17663.85,2178.45,16737.33,7668.57,916.34,11720.33,0,0,-215.67,-169.36,1570.61,13088.33,0,0,14792.33,0,0,60000,99385.32,27046,,-0.3
2026-08-29T14:00:00+00:00,77294.58,27309.65,706.64,17031,18550.66,2178.45,19386.92,8882.53,916.34,11704.25,0,0,-349.67,-274.59,1570.61,15609.33,0,0,13912.67,0,0,60000,100876.58,23582,,-0.5
2026-08-29T15:00:00+00:00,81281.33,29403.59,723.5,17912,19509.73,2178.45,21461.83,9833.2,916.34,11688.25,0,0,77.25,60.66,1570.61,16587.92,0,0,13554.5,0,0,60000,101907.92,20627,,0.1
2026-08-29T16:00:00+00:00,86391,33471.85,774.89,20412,22232.79,2178.45,23192.33,10626.07,916.34,11673.08,0,0,780.58,613,1570.61,16734,0,0,13599.42,0,0,60000,102787.08,16396,,0.9
2026-08-29T17:00:00+00:00,90233.42,37390.82,828.76,23021,25074.84,2178.45,24964.75,11438.14,916.34,11657.42,0,0,1117.83,877.84,1570.61,16301.25,0,0,13171.33,0,0,60000,102247.83,12014,,1.2
2026-08-29T18:00:00+00:00,94343.17,42052.99,891.49,26571,28941.5,2178.45,26358.08,12076.52,916.34,11634.17,0,0,1317.92,1034.97,1570.61,15415.33,0,0,13046.92,0,0,60000,101414.34,7071,,1.4
2026-08-29T19:00:00+00:00,96078.58,44068.67,917.35,27547,30004.76,2178.45,27549.25,12622.28,916.34,11623.58,0,0,1835.75,1441.62,1570.61,14802.25,0,0,12720.83,0,0,60000,100982.41,4904,,1.9
2026-08-29T20:00:00+00:00,97525.75,46623.73,956.13,29353,31971.81,2178.45,28756.67,13175.49,916.34,11615.83,0,0,1880.08,1476.44,1570.61,13842.08,0,0,12078.25,0,0,60000,99416.24,1890,,1.9
2026-08-29T21:00:00+00:00,97732.58,48589.15,994.33,30034,32714.12,2178.45,30298.25,13881.79,916.34,11616.17,0,0,2538.17,1993.23,1570.61,12189.5,0,0,11056.17,0,0,60333,97732.59,0,,2.6
2026-08-29T22:00:00+00:00,96093.67,49757,1035.59,30183,32875.5,2178.45,31803.5,14571.46,916.34,11609.08,0,0,2941.58,2310.04,1570.61,9160.25,0,0,10396.75,0,0,61986,96093.66,0,,3.1
2026-08-29T23:00:00+00:00,91307.33,50786.17,1112.42,30985,33749.61,2178.45,32048.25,14683.59,916.34,11602.08,0,0,2996.25,2352.97,1570.61,3549.92,0,0,10125.83,0,0,63033,91307.33,0,,3.3
2026-08-30T00:00:00+00:00,88622.92,51298.93,1157.69,31658,34483.02,2178.45,31573.67,14466.15,916.34,11594.5,0,0,2992.17,2349.76,1570.61,191.83,0,0,10612.42,0,0,63232,88622.92,0,,3.4
2026-08-30T01:00:00+00:00,87325.33,50129.22,1148.1,31763,34597.11,2178.45,29806.17,13656.34,916.34,11666.17,0,0,2388.58,1875.77,1570.61,0,0,0,11701.33,0,0,61763,87519.16,194,,2.7
2026-08-30T02:00:00+00:00,84292.08,46733.64,1108.85,30127,32815.51,2178.45,27553.33,12624.15,916.34,11704.92,0,0,1647.75,1293.99,1570.61,0,0,0,13258.67,0,0,60127,86738.76,2447,,2.0
2026-08-30T03:00:00+00:00,78736.58,41563.82,1055.77,26891,29289.96,2178.45,24946.67,11429.85,916.34,11711.25,0,0,1074.75,844.01,1570.61,0.17,0,0,14113.08,0,0,60000,86899.25,8163,,1.4
2026-08-30T04:00:00+00:00,73767.33,36338.96,985.23,22830,24866.44,2178.45,24531.17,11239.48,916.34,11709.5,0,0,296.75,233.04,1570.61,0.25,0,0,14400.17,0,0,60000,86406.67,12639,,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,average other %:,1.1
